No.,Food Item,Category,1 Serving Size,Total Weight (g),Protein (g),Fats (g),Carbohydrates (g),Calories (kcal),Breakfast,Snack 1,Lunch,Snack 2,Dinner,User Preference,Source
3740,Dried Heritage Plum,Fruits,1 medium piece,184.61,1.27,0.54,1.0,13.9,0,1,0,1,1,0.0,Synthetic
3741,Baked Premium Strawberries,Fruits,1 medium piece,110.85,2.85,0.54,1.0,20.3,0,1,0,1,1,1.0,Synthetic
3742,Boiled Medley Pineapple,Fruits,1 cup,95.82,0.46,0.83,24.91,109.0,0,1,0,1,1,0.75,Synthetic
3743,Cold-Pressed Bahraini Papaya,Fruits,1 medium piece,167.8,1.21,1.32,9.38,54.2,0,1,0,1,1,0.75,Synthetic
3744,Reduced-Fat Variety Banana,Fruits,1 cup (halves),98.28,1.15,1.67,39.32,176.9,0,1,0,1,1,1.0,Synthetic
3745,Zero-Fat Classic Mixed Berries,Fruits,1 cup (halves),117.2,2.11,1.95,34.58,164.3,0,1,0,1,1,0.5,Synthetic
3746,Fresh Classic Pear,Fruits,1 cup,116.48,2.93,0.88,1.0,23.6,0,1,0,1,1,0.75,Synthetic
3747,Fortified Medley Strawberries,Fruits,1 cup (chunks),44.99,0.53,0.06,42.15,171.3,0,1,0,1,1,0.75,Synthetic
3748,Pickled Gourmet Banana,Fruits,1 medium piece,196.33,0.1,0.77,23.21,100.2,0,1,0,1,1,0.0,Synthetic
3749,Baked Gourmet Plum,Fruits,1 cup,163.95,2.53,1.0,1.0,23.1,0,1,0,1,1,0.0,Synthetic
3750,Seasonal Mix Grapes,Fruits,1 cup (halves),189.2,1.36,0.52,54.53,228.2,0,1,0,1,1,1.0,Synthetic
3751,High-Protein Variety Strawberries,Fruits,1 medium one,147.35,2.26,0.0,2.25,18.0,0,1,0,1,1,0.75,Synthetic
3752,Extra-Virgin Blend Peach,Fruits,1 cup (chunks),250.76,2.06,0.1,7.8,40.3,0,1,0,1,1,0.25,Synthetic
3753,High-Protein Heritage Peach,Fruits,1 cup,90.65,0.1,0.99,9.28,46.4,0,1,0,1,1,0.0,Synthetic
3754,Local Original Papaya,Fruits,1 cup (chunks),112.34,1.51,0.0,1.0,10.0,0,1,0,1,1,0.5,Synthetic
3755,Reduced-Fat Gourmet Kiwi,Fruits,1 cup (halves),168.53,2.14,0.75,41.66,181.9,0,1,0,1,1,1.0,Synthetic
3756,Low-Fat Wild Apple,Fruits,1 cup (chunks),155.81,0.85,0.72,1.0,13.9,0,1,0,1,1,0.5,Synthetic
3757,Enriched Gourmet Apple,Fruits,1 medium one,106.53,0.62,2.11,1.0,25.5,0,1,0,1,1,0.0,Synthetic
3758,Dried Variety Peach,Fruits,1 cup,50.15,0.1,0.0,48.2,193.2,0,1,0,1,1,0.75,Synthetic
3759,Raw Premium Apricot,Fruits,1 medium one,50.7,3.17,0.0,2.8,23.9,0,1,0,1,1,0.75,Synthetic
3760,Zero-Fat Style Kiwi,Fruits,1 medium one,124.33,0.1,0.59,5.21,26.6,0,1,0,1,1,0.25,Synthetic
3761,Raw Traditional Guava,Fruits,1 medium piece,146.1,2.56,1.18,19.16,97.5,0,1,0,1,1,0.5,Synthetic
3762,Whole Farm-Fresh Pear,Fruits,1 cup (halves),126.25,2.29,0.67,9.32,52.5,0,1,0,1,1,0.0,Synthetic
3763,Lightly-Salted Special Strawberries,Fruits,1 cup (halves),109.73,1.64,2.18,44.59,204.5,0,1,0,1,1,0.25,Synthetic
3764,Extra-Virgin Blend Banana,Fruits,1 medium piece,76.42,2.92,0.89,37.85,171.1,0,1,0,1,1,0.25,Synthetic
3765,Sun-Dried Bahraini Peach,Fruits,1 cup (halves),80.05,0.97,0.0,42.6,174.3,0,1,0,1,1,0.75,Synthetic
3766,Marinated Gourmet Pomegranate,Fruits,1 cup (chunks),134.55,2.08,0.16,32.91,141.4,0,1,0,1,1,1.0,Synthetic
3767,Boiled Classic Pomegranate,Fruits,1 medium one,190.26,1.61,0.57,15.4,73.2,0,1,0,1,1,0.75,Synthetic
3768,Unsalted Original Pear,Fruits,1 medium piece,161.93,2.34,0.46,39.31,170.7,0,1,0,1,1,0.0,Synthetic
3769,Organic Mix Peach,Fruits,1 cup (chunks),127.84,1.47,0.0,33.16,138.5,0,1,0,1,1,0.25,Synthetic
3770,Zero-Fat Premium Figs,Fruits,1 medium one,144.9,2.25,0.32,29.28,129.0,0,1,0,1,1,1.0,Synthetic
3771,Extra-Virgin Classic Pomegranate,Fruits,1 cup (chunks),126.9,1.96,0.2,29.1,126.0,0,1,0,1,1,0.25,Synthetic
3772,Steamed Arabian Dates,Fruits,1 medium piece,162.71,1.63,0.91,1.0,18.7,0,1,0,1,1,0.25,Synthetic
3773,Homemade Mix Peach,Fruits,1 cup (chunks),91.67,1.08,0.15,1.0,9.7,0,1,0,1,1,0.0,Synthetic
3774,Low-Fat Garden Papaya,Fruits,1 cup,140.88,0.1,3.16,45.96,212.7,0,1,0,1,1,0.0,Synthetic
3775,Cold-Pressed Classic Apricot,Fruits,1 cup (halves),107.04,2.41,0.88,49.17,214.2,0,1,0,1,1,0.75,Synthetic
3776,Grilled Traditional Figs,Fruits,1 cup (halves),37.73,0.08,0.0,35.77,143.4,0,1,0,1,1,1.0,Synthetic
3777,Sun-Dried Wild Apricot,Fruits,1 cup,125.65,1.68,0.62,21.24,97.3,0,1,0,1,1,1.0,Synthetic
3778,Fresh Bahraini Asparagus,Vegetables,1 medium one,191.91,7.24,0.0,0.2,29.8,0,0,0,0,0,0.5,Synthetic
3779,Fortified Classic Sweet Potato,Vegetables,Sliced (1/2 cup),124.0,0.71,8.25,14.31,134.3,0,0,0,0,0,0.75,Synthetic
3780,Fortified Medley Cabbage,Vegetables,Palm-sized portion,99.67,0.02,0.0,14.35,57.5,1,0,0,0,0,0.5,Synthetic
3781,Baked Premium Broccoli,Vegetables,Palm-sized portion,138.94,0.02,1.94,20.28,98.7,0,0,1,0,1,0.0,Synthetic
3782,Plain Bahraini Eggplant,Vegetables,1 cup,26.47,5.24,1.19,18.72,106.5,1,0,0,0,0,0.0,Synthetic
3783,Plain Gourmet Green Beans,Vegetables,Sliced (1/2 cup),81.92,5.57,0.0,9.77,61.4,0,0,0,0,0,0.5,Synthetic
3784,Fresh Wild Sweet Potato,Vegetables,1/2 cup,7.0,0.02,3.13,0.2,29.0,0,0,0,0,0,0.0,Synthetic
3785,Whipped Classic Sweet Potato,Vegetables,1 medium one,277.56,9.77,1.48,21.59,138.8,0,0,0,0,0,0.5,Synthetic
3786,Roasted Variety Tomatoes,Vegetables,1 cup,79.19,9.08,0.72,28.78,157.9,0,0,0,0,0,0.25,Synthetic
3787,Baked Mix Tomatoes,Vegetables,Palm-sized portion,54.2,15.77,0.28,9.96,105.4,0,0,0,0,1,0.75,Synthetic
3788,Plain Bahraini Okra,Vegetables,1/2 cup,63.4,11.47,2.72,12.04,118.5,0,0,0,0,1,0.75,Synthetic
3789,Baked Bahraini Bok Choy,Vegetables,1 cup,72.55,0.02,1.38,45.0,192.5,0,0,0,0,0,0.75,Synthetic
3790,Local Gourmet Cucumber,Vegetables,Palm-sized portion,66.07,6.83,1.95,2.98,56.8,0,0,0,0,0,1.0,Synthetic
3791,Sun-Dried Bahraini Eggplant,Vegetables,Palm-sized portion,98.77,1.44,0.86,0.2,14.3,0,0,0,0,1,0.5,Synthetic
3792,Extra-Virgin Heritage Kale,Vegetables,1 medium one,143.93,0.02,0.0,0.2,0.9,0,0,0,0,0,0.25,Synthetic
3793,Low-Fat Bahraini Tomatoes,Vegetables,1 cup,136.72,0.02,0.0,0.2,0.9,0,0,0,0,0,0.5,Synthetic
3794,Seasonal Original Bell Peppers,Vegetables,Palm-sized portion,55.14,6.41,5.74,29.44,195.1,1,0,0,0,0,0.75,Synthetic
3795,Plain Classic Artichoke,Vegetables,Sliced (1/2 cup),120.54,5.41,0.0,19.89,101.2,1,0,0,0,0,0.0,Synthetic
3796,Organic Medley Radish,Vegetables,Palm-sized portion,84.67,0.02,2.14,23.07,111.6,0,0,0,0,0,0.25,Synthetic
3797,Whipped Blend Cauliflower,Vegetables,1 cup,70.24,9.19,5.41,2.33,94.8,0,0,1,0,1,0.25,Synthetic
3798,Fresh Mix Bell Peppers,Vegetables,Sliced (1/2 cup),7.0,5.32,1.24,0.09,32.8,0,0,0,0,0,0.0,Synthetic
3799,High-Protein Farm-Fresh Eggplant,Vegetables,Palm-sized portion,87.19,0.02,0.0,0.2,0.9,0,0,0,0,0,0.25,Synthetic
3800,Local Traditional Artichoke,Vegetables,1 medium one,105.07,6.33,0.6,8.97,66.6,1,0,0,0,0,0.75,Synthetic
3801,High-Protein Original Leeks,Vegetables,Sliced (1/2 cup),7.0,0.02,0.0,0.2,0.9,0,0,0,0,1,0.25,Synthetic
3802,High-Protein Premium Tomatoes,Vegetables,Palm-sized portion,107.58,0.02,0.0,0.2,0.9,0,0,0,0,0,0.0,Synthetic
3803,Whipped Arabian Sweet Potato,Vegetables,1 medium one,142.84,2.3,0.0,0.2,10.0,0,0,0,0,0,0.75,Synthetic
3804,Plain Heritage Kale,Vegetables,Sliced (1/2 cup),196.43,9.02,3.97,3.8,87.0,1,0,0,0,0,0.25,Synthetic
3805,Herb-Infused Mix Okra,Vegetables,1 cup,150.17,16.56,6.37,9.15,160.2,0,0,0,0,0,0.25,Synthetic
3806,Sun-Dried Premium Cauliflower,Vegetables,1/2 cup,57.74,0.02,2.71,30.77,147.6,0,0,1,0,0,0.5,Synthetic
3807,Smoked Original Green Beans,Vegetables,1 medium one,119.48,1.7,1.42,9.26,56.6,0,0,0,0,0,0.5,Synthetic
3808,Pickled Mix Zucchini,Vegetables,1 medium one,88.05,1.88,2.76,2.58,42.7,0,0,0,0,0,0.0,Synthetic
3809,Organic Farm-Fresh Artichoke,Vegetables,1 medium one,8.69,5.34,2.78,0.13,46.9,1,0,0,0,1,1.0,Synthetic
3810,Whole Traditional Broccoli,Vegetables,Sliced (1/2 cup),62.86,0.44,0.95,7.19,39.1,0,0,0,0,0,0.5,Synthetic
3811,Dried Premium Asparagus,Vegetables,1/2 cup,278.81,11.12,0.2,30.56,168.5,0,0,0,0,0,0.75,Synthetic
3812,Whipped Wild Bell Peppers,Vegetables,1 medium one,82.18,12.27,2.35,12.16,118.9,1,0,0,0,0,0.5,Synthetic
3813,Homemade Selection Okra,Vegetables,1/2 cup,61.91,3.19,3.95,20.45,130.1,0,0,0,0,0,1.0,Synthetic
3814,Steamed Garden Leeks,Vegetables,Sliced (1/2 cup),81.15,0.02,2.77,24.34,122.4,0,0,0,0,0,0.25,Synthetic
3815,Frozen Mix Carrots,Vegetables,1 medium one,152.15,0.05,0.0,24.94,100.0,0,0,0,0,0,0.5,Synthetic
3816,Pickled Premium Zucchini,Vegetables,1 cup,49.92,1.75,0.0,28.74,122.0,1,0,0,0,0,0.5,Synthetic
3817,Steamed Original Cabbage,Vegetables,1/2 cup,120.23,0.02,0.0,18.74,75.0,1,0,0,0,0,0.0,Synthetic
3818,Pickled Selection Bok Choy,Vegetables,Sliced (1/2 cup),127.52,6.49,2.36,17.28,116.3,1,0,0,0,0,0.25,Synthetic
3819,Steamed Farm-Fresh Bok Choy,Vegetables,1/2 cup,43.91,2.46,0.1,3.0,22.7,0,0,0,0,0,0.25,Synthetic
3820,Spiced Bahraini Eggplant,Vegetables,1 medium one,78.62,9.03,0.0,35.28,177.2,0,0,0,0,0,0.25,Synthetic
3821,Raw Gourmet Leeks,Vegetables,1/2 cup,109.12,0.11,0.0,6.33,25.8,0,0,0,0,0,0.0,Synthetic
3822,Pickled Blend Carrots,Vegetables,1/2 cup,43.96,6.77,0.83,34.16,171.2,1,0,0,0,0,1.0,Synthetic
3823,Premium Heritage Tomatoes,Vegetables,1/2 cup,7.0,0.02,0.0,0.2,0.9,1,0,0,0,1,0.25,Synthetic
3824,Zero-Fat Premium Radish,Vegetables,1 cup,106.06,5.29,1.17,34.79,170.8,1,0,0,0,0,0.25,Synthetic
3825,Grilled Bahraini Radish,Vegetables,1/2 cup,114.31,3.45,2.73,0.2,39.2,0,0,0,0,0,0.75,Synthetic
3826,Seasonal Classic Okra,Vegetables,1/2 cup,139.02,0.94,3.44,19.29,111.9,0,0,0,0,0,1.0,Synthetic
3827,Fresh Medley Broccoli,Vegetables,1 medium one,126.69,0.02,2.42,0.2,22.7,1,0,0,0,1,1.0,Synthetic
3828,Reduced-Fat Classic Broccoli,Vegetables,Sliced (1/2 cup),7.0,1.45,3.72,0.2,40.1,1,0,0,0,0,1.0,Synthetic
3829,Reduced-Fat Gourmet Zucchini,Vegetables,1 medium one,87.41,3.03,2.11,21.82,118.4,0,0,0,0,0,1.0,Synthetic
3830,Extra-Virgin Bahraini Cucumber,Vegetables,Sliced (1/2 cup),64.69,3.24,4.14,14.13,106.7,1,0,0,0,0,0.0,Synthetic
3831,Smoked Medley Broccoli,Vegetables,1 cup,18.7,2.54,0.0,15.22,71.0,1,0,0,0,1,0.25,Synthetic
3832,Raw Blend Leeks,Vegetables,Palm-sized portion,96.65,0.02,0.0,1.54,6.2,0,0,0,0,0,0.75,Synthetic
3833,Steamed Farm-Fresh Zucchini,Vegetables,1 medium one,7.0,1.42,0.62,4.61,29.7,0,0,0,0,0,0.5,Synthetic
3834,Pickled Variety Carrots,Vegetables,1/2 cup,7.0,5.67,0.0,0.2,23.5,0,0,0,0,0,1.0,Synthetic
3835,Cold-Pressed Wild Sweet Potato,Vegetables,1 medium one,147.16,16.68,0.0,6.92,94.4,1,0,0,0,1,0.25,Synthetic
3836,Dried Medley Asparagus,Vegetables,Sliced (1/2 cup),114.4,10.08,4.42,0.2,80.9,0,0,0,0,0,0.25,Synthetic
3837,Fresh Special Leeks,Vegetables,1 cup,7.0,0.02,4.21,0.2,38.8,0,0,0,0,0,1.0,Synthetic
3838,Grilled Special Bok Choy,Vegetables,Palm-sized portion,150.73,12.89,1.99,36.06,213.7,1,0,0,0,0,0.75,Synthetic
3839,Fortified Variety Cucumber,Vegetables,1/2 cup,148.3,10.92,6.84,25.47,207.1,1,0,0,0,0,0.0,Synthetic
3840,Smoked Heritage Zucchini,Vegetables,Sliced (1/2 cup),116.13,8.76,0.0,31.8,162.2,0,0,0,0,0,0.75,Synthetic
3841,Natural Medley Cauliflower,Vegetables,1 cup,70.25,0.02,0.04,0.2,1.2,0,0,0,0,0,0.0,Synthetic
3842,Lightly-Salted Arabian Mushrooms,Vegetables,1/2 cup,39.04,0.02,2.56,15.89,86.7,1,0,0,0,0,1.0,Synthetic
3843,Whole Premium Cucumber,Vegetables,Palm-sized portion,52.1,14.78,0.0,16.31,124.4,0,0,1,0,0,1.0,Synthetic
3844,Enriched Traditional Zucchini,Vegetables,Sliced (1/2 cup),44.65,0.02,6.61,16.36,125.0,0,0,0,0,0,0.25,Synthetic
3845,Whipped Garden Cauliflower,Vegetables,1 cup,153.46,5.38,4.01,16.34,123.0,1,0,0,0,0,0.0,Synthetic
3846,Herb-Infused Classic Bok Choy,Vegetables,1/2 cup,151.74,2.71,2.44,8.0,64.8,1,0,0,0,0,0.5,Synthetic
3847,Plain Selection Bok Choy,Vegetables,1 medium one,18.66,10.03,0.0,0.2,40.9,0,0,0,0,0,1.0,Synthetic
3848,Natural Selection Eggplant,Vegetables,Palm-sized portion,31.96,11.99,0.0,9.75,87.0,1,0,0,0,0,0.75,Synthetic
3849,Roasted Medley Kale,Vegetables,Sliced (1/2 cup),23.23,6.97,0.0,5.65,50.5,0,0,0,0,0,0.5,Synthetic
3850,Premium Style Sweet Potato,Vegetables,Sliced (1/2 cup),112.95,6.57,2.42,20.14,128.6,0,0,0,0,0,0.0,Synthetic
3851,Fortified Gourmet Tomatoes,Vegetables,Sliced (1/2 cup),96.75,0.02,0.0,10.96,43.9,0,0,0,0,0,0.25,Synthetic
3852,Organic Original Asparagus,Vegetables,1 cup,75.65,14.2,1.83,5.94,97.0,1,0,0,0,0,0.0,Synthetic
3853,Sun-Dried Medley Asparagus,Vegetables,Sliced (1/2 cup),7.0,0.33,0.42,5.91,28.7,0,0,0,0,0,0.0,Synthetic
3854,Herb-Infused Classic Zucchini,Vegetables,Sliced (1/2 cup),7.0,1.42,0.0,5.23,26.6,0,0,0,0,0,0.5,Synthetic
3855,Plain Arabian Eggplant,Vegetables,1 cup,158.39,6.71,0.0,0.2,27.6,0,0,0,0,0,0.25,Synthetic
3856,Natural Garden Bok Choy,Vegetables,Sliced (1/2 cup),151.09,0.02,0.0,40.91,163.7,0,0,0,0,1,0.5,Synthetic
3857,Herb-Infused Variety Radish,Vegetables,1 medium one,41.0,7.83,0.06,10.07,72.1,0,0,0,0,0,0.0,Synthetic
3858,Premium Blend Green Beans,Vegetables,Palm-sized portion,179.81,0.02,0.87,2.45,17.7,0,0,0,0,0,0.5,Synthetic
3859,Fortified Selection Spinach,Vegetables,1 medium one,89.18,0.02,4.23,9.93,77.9,0,0,0,0,0,1.0,Synthetic
3860,Unsalted Variety Cucumber,Vegetables,1 cup,65.87,14.55,6.47,29.25,233.4,0,0,0,0,0,0.0,Synthetic
3861,Local Classic Leeks,Vegetables,1 cup,7.0,2.64,0.0,4.01,26.6,0,0,0,0,0,0.0,Synthetic
3862,Baked Style Radish,Vegetables,1 medium one,57.55,0.02,2.73,14.57,82.9,1,0,0,0,0,0.25,Synthetic
3863,Grilled Variety Okra,Vegetables,1/2 cup,62.92,0.02,0.6,15.96,69.3,1,0,0,0,0,0.5,Synthetic
3864,Grilled Special Carrots,Vegetables,1 cup,87.24,0.02,3.73,14.5,91.7,0,0,0,0,0,0.0,Synthetic
3865,Frozen Heritage Green Beans,Vegetables,Palm-sized portion,7.0,2.98,0.0,3.67,26.6,0,0,0,0,0,1.0,Synthetic
3866,Whipped Farm-Fresh Cauliflower,Vegetables,1 cup,189.97,8.98,3.37,17.85,137.7,0,0,0,0,0,0.5,Synthetic
3867,Enriched Classic Bok Choy,Vegetables,1 medium one,127.72,14.25,0.06,18.31,130.8,1,0,0,0,0,0.25,Synthetic
3868,Steamed Bahraini Leeks,Vegetables,Sliced (1/2 cup),149.08,4.39,3.76,4.23,68.3,0,0,0,0,0,0.75,Synthetic
3869,Baked Original Sweet Potato,Vegetables,Palm-sized portion,118.12,4.22,0.0,15.98,80.8,1,0,0,0,0,0.5,Synthetic
3870,Cold-Pressed Arabian Spinach,Vegetables,1 medium one,101.08,0.02,3.1,15.82,91.3,0,0,0,0,0,0.5,Synthetic
3871,Whole Premium Cabbage,Vegetables,Sliced (1/2 cup),105.2,0.02,0.0,16.26,65.1,1,0,0,0,0,0.25,Synthetic
3872,Herb-Infused Premium Sweet Potato,Vegetables,1/2 cup,116.31,5.78,0.0,9.51,61.2,0,0,0,0,0,0.0,Synthetic
3873,Smoked Farm-Fresh Zucchini,Vegetables,Sliced (1/2 cup),112.29,0.02,1.89,20.84,100.4,0,0,0,0,1,1.0,Synthetic
3874,Enriched Premium Green Beans,Vegetables,1 medium one,58.78,0.02,0.07,0.2,1.5,0,0,0,0,0,0.5,Synthetic
3875,Seasonal Mix Bok Choy,Vegetables,1 cup,136.92,1.02,0.0,37.99,156.0,1,0,0,0,0,0.75,Synthetic
3876,Organic Mix Tomatoes,Vegetables,Palm-sized portion,42.77,4.46,7.63,18.16,159.2,0,0,0,0,1,1.0,Synthetic
3877,Premium Wild Spinach,Vegetables,1 medium one,7.0,3.04,3.55,0.2,44.9,1,0,0,0,0,0.25,Synthetic
3878,Dried Wild Bok Choy,Vegetables,Sliced (1/2 cup),108.81,20.04,0.0,0.2,81.0,0,0,0,0,0,1.0,Synthetic
3879,Low-Fat Mix Green Beans,Vegetables,1 cup,128.92,1.07,4.95,20.71,131.7,1,0,0,0,0,0.0,Synthetic
3880,Spiced Classic Tomatoes,Vegetables,Palm-sized portion,129.22,0.02,0.98,0.2,9.7,1,0,0,0,1,0.5,Synthetic
3881,Lightly-Salted Classic Cabbage,Vegetables,1 cup,113.17,0.02,3.77,0.2,34.8,0,0,1,0,1,0.0,Synthetic
3882,Homemade Style Eggplant,Vegetables,1 cup,7.0,2.67,0.0,3.98,26.6,0,0,0,0,0,0.5,Synthetic
3883,Cold-Pressed Arabian Eggplant,Vegetables,1 medium one,164.5,0.02,0.0,13.55,54.3,1,0,0,0,0,0.0,Synthetic
3884,Fortified Heritage Cauliflower,Vegetables,1/2 cup,259.45,3.99,0.51,0.2,21.4,0,0,0,0,0,0.75,Synthetic
3885,Premium Medley Spinach,Vegetables,Palm-sized portion,126.27,12.03,0.0,5.35,69.5,1,0,0,0,0,0.5,Synthetic
3886,Seasonal Garden Bok Choy,Vegetables,1 cup,106.87,9.96,4.31,41.46,244.5,0,0,0,0,0,1.0,Synthetic
3887,Plain Heritage Spinach,Vegetables,1/2 cup,134.52,0.02,1.45,0.2,13.9,0,0,0,0,0,0.5,Synthetic
3888,Lightly-Salted Original Leeks,Vegetables,Sliced (1/2 cup),138.31,6.36,5.99,18.77,154.4,0,0,0,0,0,0.25,Synthetic
3889,Lightly-Salted Gourmet Artichoke,Vegetables,1/2 cup,15.92,1.19,0.0,13.93,60.5,1,0,0,0,0,0.5,Synthetic
3890,Low-Fat Medley Bell Peppers,Vegetables,Palm-sized portion,164.07,17.71,0.66,0.2,77.6,0,0,0,0,0,0.5,Synthetic
3891,Organic Special Cabbage,Vegetables,Palm-sized portion,115.28,4.62,0.0,23.28,111.6,1,0,0,0,0,0.25,Synthetic
3892,Local Premium Sweet Potato,Vegetables,Sliced (1/2 cup),133.75,5.17,0.0,9.47,58.6,1,0,0,0,0,0.75,Synthetic
3893,Sun-Dried Mix Okra,Vegetables,1/2 cup,7.0,3.39,0.0,3.26,26.6,0,0,0,0,1,0.0,Synthetic
3894,High-Protein Heritage Okra,Vegetables,Palm-sized portion,106.82,4.18,3.34,21.01,130.8,0,0,0,0,0,1.0,Synthetic
3895,Homemade Farm-Fresh Okra,Vegetables,Palm-sized portion,39.12,6.94,0.74,3.74,49.4,0,0,0,0,0,1.0,Synthetic
3896,Plain Gourmet Eggplant,Vegetables,Palm-sized portion,125.57,9.88,1.83,14.13,112.5,1,0,0,0,0,0.0,Synthetic
3897,Pickled Garden Eggplant,Vegetables,Palm-sized portion,159.68,12.67,0.0,19.12,127.2,0,0,0,0,0,0.0,Synthetic
3898,Organic Original Kale,Vegetables,1 cup,138.82,13.26,0.0,11.61,99.5,0,0,0,0,1,0.25,Synthetic
3899,Enriched Premium Tomatoes,Vegetables,Palm-sized portion,95.75,1.93,4.58,10.14,89.5,0,0,1,0,1,0.75,Synthetic
3900,Steamed Premium Zucchini,Vegetables,1 cup,107.04,6.99,5.21,16.07,139.1,0,0,1,0,0,0.5,Synthetic
3901,Natural Traditional Okra,Vegetables,1 cup,74.8,0.02,0.0,0.2,0.9,0,0,0,0,0,1.0,Synthetic
3902,Low-Fat Traditional Kale,Vegetables,1 medium one,209.63,0.02,1.4,12.54,62.8,0,0,0,0,0,0.0,Synthetic
3903,Spiced Classic Cabbage,Vegetables,1 medium one,166.21,7.21,6.1,12.99,135.7,1,0,0,0,0,1.0,Synthetic
3904,Pickled Mix Cauliflower,Vegetables,1/2 cup,7.0,2.12,0.0,4.53,26.6,1,0,0,0,0,0.0,Synthetic
3905,High-Protein Selection Leeks,Vegetables,Palm-sized portion,104.5,0.02,0.19,25.48,103.7,0,0,0,0,0,0.5,Synthetic
3906,Local Selection Zucchini,Vegetables,Palm-sized portion,131.22,2.56,6.31,8.64,101.6,0,0,0,0,0,0.0,Synthetic
3907,Cold-Pressed Medley Broccoli,Vegetables,Sliced (1/2 cup),75.66,7.57,1.68,0.2,46.2,0,0,0,0,0,0.0,Synthetic
3908,Whipped Farm-Fresh Okra,Vegetables,1 medium one,103.56,10.27,5.09,36.56,233.1,1,0,0,0,0,0.5,Synthetic
3909,Raw Gourmet Bok Choy,Vegetables,Palm-sized portion,79.9,0.02,4.5,0.87,44.1,1,0,0,0,0,0.75,Synthetic
3910,Pickled Medley Eggplant,Vegetables,1/2 cup,104.56,10.3,4.32,11.61,126.5,0,0,0,0,0,0.25,Synthetic
3911,Natural Farm-Fresh Radish,Vegetables,Palm-sized portion,69.24,8.78,0.0,3.39,48.7,0,0,0,0,0,0.75,Synthetic
3912,Smoked Garden Broccoli,Vegetables,1 medium one,134.21,0.02,0.0,0.2,0.9,0,0,0,0,0,1.0,Synthetic
3913,Pickled Original Sweet Potato,Vegetables,1/2 cup,126.98,0.49,5.5,11.22,96.3,0,0,0,0,0,0.0,Synthetic
3914,Smoked Variety Okra,Vegetables,1 cup,7.0,3.93,1.87,0.85,36.0,0,0,0,0,1,1.0,Synthetic
3915,Natural Special Mushrooms,Vegetables,Palm-sized portion,62.75,3.23,1.65,41.52,193.9,0,0,0,0,1,0.5,Synthetic
3916,Natural Gourmet Carrots,Vegetables,1 medium one,39.24,18.32,0.0,9.09,109.6,1,0,0,0,0,0.25,Synthetic
3917,Premium Variety Leeks,Vegetables,Palm-sized portion,46.13,4.45,2.22,11.54,83.9,1,0,0,0,0,0.5,Synthetic
3918,Local Premium Cabbage,Vegetables,1 medium one,39.56,0.02,0.0,27.38,109.6,0,0,0,0,0,0.75,Synthetic
3919,Sun-Dried Selection Okra,Vegetables,Sliced (1/2 cup),176.09,12.16,0.0,2.45,58.4,0,0,0,0,0,0.5,Synthetic
3920,Natural Wild Eggplant,Vegetables,1 medium one,7.0,0.02,0.0,0.2,0.9,0,0,0,0,0,1.0,Synthetic
3921,Sun-Dried Gourmet Cauliflower,Vegetables,1 medium one,13.6,0.02,1.65,11.25,59.9,1,0,0,0,0,0.5,Synthetic
3922,Frozen Gourmet Cauliflower,Vegetables,1 cup,148.61,1.05,0.0,18.21,77.0,0,0,1,0,0,0.5,Synthetic
3923,Marinated Variety Cabbage,Vegetables,1/2 cup,7.0,0.02,2.18,0.2,20.5,0,0,0,0,0,0.5,Synthetic
3924,Pickled Traditional Mushrooms,Vegetables,Palm-sized portion,162.82,6.1,2.9,16.52,116.6,1,0,0,0,1,0.25,Synthetic
3925,Zero-Fat Blend Eggplant,Vegetables,1 cup,50.17,6.87,7.76,20.75,180.3,0,0,0,0,0,0.5,Synthetic
3926,Seasonal Arabian Tomatoes,Vegetables,1/2 cup,130.41,10.34,7.94,8.66,147.5,0,0,0,0,0,0.75,Synthetic
3927,Whole Style Radish,Vegetables,1/2 cup,69.34,0.02,0.0,7.71,30.9,1,0,0,0,0,0.5,Synthetic
3928,Fortified Medley Artichoke,Vegetables,Palm-sized portion,89.41,0.02,0.0,20.08,80.4,0,0,0,0,0,1.0,Synthetic
3929,Unsalted Traditional Mushrooms,Vegetables,1/2 cup,72.15,7.77,1.59,17.89,117.0,1,0,0,0,0,0.5,Synthetic
3930,Low-Fat Variety Spinach,Vegetables,1 medium one,7.0,6.57,0.0,0.08,26.6,0,0,0,0,0,0.75,Synthetic
3931,Smoked Premium Bell Peppers,Vegetables,1 cup,47.13,6.98,1.05,23.49,131.3,0,0,0,0,0,0.25,Synthetic
3932,Herb-Infused Arabian Mushrooms,Vegetables,Palm-sized portion,142.72,11.61,0.0,30.36,167.9,0,0,0,0,1,0.75,Synthetic
3933,Dried Mix Cucumber,Vegetables,1 medium one,231.55,19.19,1.05,22.34,175.6,0,0,0,0,0,1.0,Synthetic
3934,Sun-Dried Selection Cabbage,Vegetables,Sliced (1/2 cup),85.16,0.02,0.0,6.6,26.5,1,0,0,0,0,0.75,Synthetic
3935,Fortified Selection Cabbage,Vegetables,Palm-sized portion,65.56,4.76,4.78,0.2,62.9,0,0,1,0,0,0.0,Synthetic
3936,Organic Original Leeks,Vegetables,1 medium one,14.76,0.02,5.01,5.35,66.6,0,0,0,0,0,0.0,Synthetic
